CREATE TABLE `leads` (
  `Lead` varchar(4) DEFAULT NULL,
  `Qualifying Opportunity` varchar(22) DEFAULT NULL,
  `Last Name` varchar(13) DEFAULT NULL,
  `Company Name` varchar(35) DEFAULT NULL,
  `Created On` varchar(14) DEFAULT NULL,
  `Email Address` varchar(35) DEFAULT NULL,
  `Industry` varchar(19) DEFAULT NULL,
  `Website` varchar(29) DEFAULT NULL,
  `Owning User` varchar(11) DEFAULT NULL,
  `Lead Source` varchar(17) DEFAULT NULL,
  `Status Reason` varchar(20) DEFAULT NULL,
  `Mobile` varchar(12) DEFAULT NULL
) 


INSERT INTO `leads` (`Lead`, `Qualifying Opportunity`, `Last Name`, `Company Name`, `Created On`, `Email Address`, `Industry`, `Website`, `Owning User`, `Lead Source`, `Status Reason`, `Mobile`) VALUES
('3956', '26220', 'Garry', 'Play Town', '15/7/20 00:05', 'KristyCGarry@jourrapide.com', 'Education', 'KeyboardSearch.com', '1005', 'Online Store', 'Lost Lead', '952-314-4520'),
('3957', '26221', 'Baker', 'Netcom Business Services', '15/7/20 00:05', 'MelaineABaker@einrot.com', 'Communications', 'HeadPros.com', '1003', 'Advertisement', 'Contacted', '402-282-6948'),
('2292', '24556', 'Price', 'Modern Realty', '14/7/20 00:05', 'FrederickKPrice@superrito.com', 'Government/Military', 'GadgetRewards.com', '1006', 'Public Relations', 'Attempted to Contact', '918-251-8143'),
('4822', '27086', 'Koerner', 'Walt\'s IGA', '14/7/20 00:05', 'HowardAKoerner@superrito.com', 'Service Provider', 'ATerritory.com', '1008', 'Advertisement', 'Attempted to Contact', '814-688-5560'),
('3557', '25821', 'Smith', 'Littler\'s', '14/7/20 00:05', 'VirginiaSSmith@jourrapide.com', 'Service Provider', 'ChoiceRank.com', '1005', 'Trade Show', 'Attempted to Contact', '541-936-0916'),
('3560', '25824', 'Jackson', 'Star Interior Design', '11/7/20 00:05', 'PeggyTJackson@fleckens.hu', 'Technology', 'PropertyFinanciers.com', '1001', 'External Referral', 'Contacted', '631-261-4507'),
('2293', '24557', 'Conrad', 'Protean', '11/7/20 00:05', 'WilliamJConrad@superrito.com', 'Consulting', 'FencingJacket.com', '1006', 'Advertisement', 'Pre Qualified', '818-228-2266'),
('2294', '24558', 'Armstrong', 'The Network Chef', '11/7/20 00:05', 'CaryCArmstrong@rhyta.com', 'Government/Military', 'InteractiveWatch.com', '1002', 'Online Store', 'Contact in Future', '616-365-8167'),
('2295', '24559', 'Singh', 'Plan Future', '11/7/20 00:05', 'CorinneDSingh@teleworm.us', 'Consulting', 'AvailablePad.com', '1010', 'Trade Show', 'Contacted', '772-419-1155'),
('4823', '27087', 'Cole', 'Mission G', '11/7/20 00:05', 'SharonDCole@rhyta.com', 'Communications', 'FastVelocity.com', '1011', 'Employee Referral', 'Pre Qualified', '636-459-7869'),
('4824', '27088', 'Sanders', 'Zephyr Investments', '11/7/20 00:05', 'RobbieDSanders@fleckens.hu', 'Technology', 'TripBrowser.com', '1007', 'Partner', 'Contact in Future', '402-758-3830'),
('4825', '27089', 'Pennington', 'Skaggs-Alpha Beta', '11/7/20 00:05', 'JamesFPennington@dayrep.com', 'Communications', 'CityFundraiser.com', '1011', 'Public Relations', 'Contacted', '706-370-9456'),
('3558', '25822', 'Brodeur', 'Town and Country Convenience Stores', '11/7/20 00:05', 'JeremyTBrodeur@teleworm.us', 'Consulting', 'ExpensePlan.com', '1006', 'Trade Show', 'Pre Qualified', '914-238-7091'),
('3559', '25823', 'Ireland', 'Warehouse Club Inc.', '11/7/20 00:05', 'PatrickRIreland@dayrep.com', 'IT Services', 'HobbyWeekly.com', '1006', 'Public Relations', 'Contact in Future', '630-641-0071'),
('3562', '25826', 'Scott', 'Big Bear Stores', '28/6/20 00:04', 'ShaneHScott@cuvox.de', 'Financial Services', 'SendSolar.com', '1003', 'Partner', 'Pre Qualified', '620-569-9685'),
('2297', '24561', 'Harrell', 'Full Color', '28/6/20 00:04', 'DavidCHarrell@dayrep.com', 'Education', 'GetTimes.com', '1005', 'Sales Mail Alias', 'Pre Qualified', '402-662-4412'),
('4827', '27091', 'Jacobson', 'Monsource', '28/6/20 00:04', 'NormanTJacobson@fleckens.hu', 'Communications', 'SuperiorMarketers.com', '1007', 'Partner', 'Pre Qualified', '404-771-2057'),
('2779', '25043', 'Carter', 'Paper Cutter', '15/6/20 00:04', 'GailACarter@fleckens.hu', 'Technology', 'BankingLots.com', '1008', 'External Referral', 'Pre Qualified', '641-475-1440'),
('2778', '25042', 'Butler', 'Tons O\' Toys', '15/6/20 00:04', 'PaulJButler@dayrep.com', 'Education', 'MobilePubs.com', '1002', 'Cold Call', 'Attempted to Contact', '813-338-4293'),
('2777', '25041', 'Eaton', 'County Market', '15/6/20 00:04', 'AnthonyJEaton@dayrep.com', 'Technology', 'SanFranciscoGazette.com', '1007', 'Employee Referral', 'Junk Lead', '515-306-5937'),
('2776', '25040', 'Harden', 'Sherman\'s', '15/6/20 00:04', 'JasonMHarden@fleckens.hu', 'Communications', 'FormerNames.com', '1006', 'External Referral', 'Contacted', '949-337-7680'),
('2775', '25039', 'Menard', 'Rustler Steak House', '15/6/20 00:04', 'VirginiaPMenard@dayrep.com', 'Financial Services', 'LockMovie.com', '1001', 'Partner', 'Contact in Future', '973-281-3109'),
('2774', '25038', 'Green', 'The Fox and Hound', '15/6/20 00:04', 'StephenLGreen@einrot.com', 'Consulting', 'AlumniSpecial.com', '1006', 'External Referral', 'Not Contacted', '559-717-3986'),
('2773', '25037', 'Munoz', 'Body Fate', '15/6/20 00:04', 'JonathanDMunoz@armyspy.com', 'Financial Services', 'TallPlayer.com', '1010', 'Sales Mail Alias', 'Contacted', '732-377-7424'),
('2772', '25036', 'Dillon', 'Buckeye Furniture', '15/6/20 00:04', 'BeverlyCDillon@armyspy.com', 'Technology', 'MatchmakerGame.com', '1003', 'Online Store', 'Lost Lead', '339-236-9067'),
('2771', '25035', 'Evans', 'Chatham', '15/6/20 00:04', 'DarleneJEvans@superrito.com', 'Technology', 'LimitBuy.com', '1006', 'Partner', 'Contact in Future', '509-770-1277'),
('2770', '25034', 'Ortiz', 'Sound Warehouse', '15/6/20 00:04', 'TimothySOrtiz@rhyta.com', 'Communications', 'FlexiMovers.com', '1001', 'Public Relations', 'Pre Qualified', '402-624-2106'),
('2769', '25033', 'Smith', 'Good Guys', '15/6/20 00:04', 'EthelJSmith@cuvox.de', 'Government/Military', 'PromBuzz.com', '1009', 'Cold Call', 'Attempted to Contact', '925-804-8584'),
('2768', '25032', 'Davis', 'Target Realty', '15/6/20 00:04', 'HeidiCDavis@fleckens.hu', 'Manufacturing', 'BulkEnvelope.com', '1001', 'Sales Mail Alias', 'Junk Lead', '845-351-5334'),
('2767', '25031', 'Rowland', 'Gold Touch', '15/6/20 00:04', 'AlbertMRowland@dayrep.com', 'Manufacturing', 'StadiumBlog.com', '1001', 'Trade Show', 'Contacted', '901-508-6157'),
('4046', '26310', 'Pena', 'CompuAdd', '15/6/20 00:04', 'DanaRPena@teleworm.us', 'Government/Military', 'MexicanObjects.com', '1009', 'Advertisement', 'Lost Lead', '320-961-1635'),
('2766', '', 'Hoggard', 'Schweggmanns', '15/6/20 00:04', 'JohnAHoggard@fleckens.hu', 'Communications', 'VentureUpdate.com', '1008', 'Public Relations', 'Contact in Future', '718-424-2989'),
('4045', '26309', 'Williams', 'Matrix Design', '15/6/20 00:04', 'AmyRWilliams@gustr.com', 'Financial Services', 'InformationAffiliate.com', '1005', 'External Referral', 'Contact in Future', '312-466-1212'),
('4023', '26287', 'Sides', 'Elek-Tek', '15/6/20 00:04', 'MatthewDSides@einrot.com', 'Government/Military', 'WikiDig.com', '1005', 'Advertisement', 'Contact in Future', '310-658-5654'),
('4024', '26288', 'Edwards', 'Kohl\'s Food Stores', '15/6/20 00:04', 'MiguelLEdwards@armyspy.com', 'Technology', 'DesireBlog.com', '1003', 'Employee Referral', 'Contacted', '805-278-5341'),
('4025', '26289', 'Valentine', 'Orion', '15/6/20 00:04', 'DawnWValentine@superrito.com', 'Consulting', 'NationalLists.com', '1007', 'Advertisement', 'Junk Lead', '908-218-7952'),
('4026', '26290', 'Jensen', 'Coconut\'s', '15/6/20 00:04', 'CharlesJJensen@fleckens.hu', 'Technology', 'TextVerify.com', '1008', 'Web Research', 'Attempted to Contact', '863-248-3699'),
('4027', '26291', 'Rice', 'John M. Smyth\'s Homemakers', '15/6/20 00:04', 'SharonPRice@gustr.com', 'Pharma', 'SearchWealth.com', '1005', 'Advertisement', 'Pre Qualified', '928-536-7112'),
('4028', '26292', 'Rauscher', 'Finast', '15/6/20 00:04', 'VincentBRauscher@superrito.com', 'Service Provider', 'EconomyPackages.com', '1002', 'Public Relations', 'Contact in Future', '503-578-4844'),
('4029', '26293', 'Evans', 'Champion Auto', '15/6/20 00:04', 'MariaVEvans@gustr.com', 'Consulting', 'GlobalMixed.com', '1004', 'Partner', 'Lost Lead', '540-405-1219'),
('4030', '26294', 'Sumner', 'Avant Garde Interior Designs', '15/6/20 00:04', 'MarianMSumner@teleworm.us', 'IT Services', 'GreatestFeeling.com', '1002', 'Cold Call', 'Pre Qualified', '516-739-8555'),
('4031', '26295', 'Branch', 'Laura Ashley', '15/6/20 00:04', 'EdwardSBranch@superrito.com', 'Manufacturing', 'NetworkAce.com', '1001', 'Sales Mail Alias', 'Contact in Future', '931-294-9270'),
('4032', '26296', 'Paquette', 'Planet Pizza', '15/6/20 00:04', 'FreddyPPaquette@gustr.com', 'Service Provider', 'SoftwareChalet.com', '1010', 'Employee Referral', 'Contacted', '636-773-5090'),
('4033', '26297', 'Sessions', 'Libera', '15/6/20 00:04', 'DustinHSessions@armyspy.com', 'Manufacturing', 'ReadingMobile.com', '1008', 'Advertisement', 'Junk Lead', '559-646-1409'),
('4034', '26298', 'Davis', 'Libera', '15/6/20 00:04', 'RalphCDavis@armyspy.com', 'Service Provider', 'DigitalCakes.com', '1008', 'Online Store', 'Attempted to Contact', '419-643-7087'),
('4035', '26299', 'Perkins', 'Borders Books', '15/6/20 00:04', 'HowardMPerkins@superrito.com', 'Education', 'TextCache.com', '1001', 'Partner', 'Pre Qualified', '205-739-0174'),
('4036', '26300', 'Devine', 'Golden\'s Distributors', '15/6/20 00:04', 'TinaEDevine@fleckens.hu', 'Manufacturing', 'PremiumBot.com', '1001', 'Trade Show', 'Contact in Future', '803-633-6368'),
('4037', '26301', 'Young', 'Handy Dan', '15/6/20 00:04', 'AmandaVYoung@armyspy.com', 'Financial Services', 'FrugalFurnishings.com', '1006', 'Sales Mail Alias', 'Lost Lead', '217-431-2633'),
('2758', '25022', 'Cruz', 'Hudson\'s MensWear', '15/6/20 00:04', 'JuanSCruz@superrito.com', 'Government/Military', 'DesignerReport.com', '1009', 'Trade Show', 'Contact in Future', '615-349-3282'),
('4038', '26302', 'Held', 'The Polka Dot Bear Tavern', '15/6/20 00:04', 'JohnKHeld@einrot.com', 'Service Provider', 'NotAffiliated.com', '1001', 'Trade Show', 'Contacted', '856-933-2703'),
('2759', '25023', 'Floyd', 'Express Merchant Service', '15/6/20 00:04', 'WillaLFloyd@gustr.com', 'Service Provider', 'MaterialClub.com', '1009', 'Employee Referral', 'Contacted', '501-618-2848'),
('4039', '26303', 'Chu', 'Life Plan Counselling', '15/6/20 00:04', 'LeroyHChu@gustr.com', 'Technology', 'RadioDiscussion.com', '1011', 'Online Store', 'Not Contacted', '312-380-8299'),
('2760', '25024', 'Barrow', 'Simple Solutions', '15/6/20 00:04', 'FletcherTBarrow@einrot.com', 'Service Provider', 'DownloadJobs.com', '1008', 'Cold Call', 'Junk Lead', '217-352-7589'),
('4040', '26304', 'McGee', 'Food Mart', '15/6/20 00:04', 'TroyIMcGee@superrito.com', 'Manufacturing', 'GPSPage.com', '1009', 'Advertisement', 'Contact in Future', '570-885-2504'),
('2761', '25025', 'Peterson', 'Total Yard Maintenance', '15/6/20 00:04', 'GregoryVPeterson@fleckens.hu', 'Communications', 'CodingBar.com', '1006', 'Partner', 'Attempted to Contact', '770-848-2007'),
('4041', '26305', 'Wood', 'Eisner Food Stores', '15/6/20 00:04', 'CarolineMWood@armyspy.com', 'Education', 'HelloSites.com', '1009', 'External Referral', 'Contacted', '203-794-9682'),
('2762', '25026', 'Archer', 'Platinum Interior Design', '15/6/20 00:04', 'JohnKArcher@dayrep.com', 'Manufacturing', 'NetherlandsMobile.com', '1008', 'Partner', 'Pre Qualified', '334-559-3125'),
('4042', '26306', 'Herrera', 'Buttrey Food & Drug', '15/6/20 00:04', 'LouiseRHerrera@einrot.com', 'Consulting', 'AtlanticTrips.com', '1008', 'Public Relations', 'Junk Lead', '626-298-7674'),
('2763', '25027', 'Smith', 'Blockbuster Music', '15/6/20 00:04', 'JefferyESmith@cuvox.de', 'Government/Military', 'MediaLives.com', '1001', 'Advertisement', 'Contact in Future', '217-944-2734'),
('4043', '26307', 'Burt', 'Monmax', '15/6/20 00:04', 'TerrellABurt@teleworm.us', 'Financial Services', 'PurpleMarketers.com', '1008', 'Sales Mail Alias', 'Attempted to Contact', '814-733-3272'),
('2764', '25028', 'Hoar', 'Protean', '15/6/20 00:04', 'PamelaCHoar@teleworm.us', 'Consulting', 'CompleteCrew.com', '1002', 'Employee Referral', 'Lost Lead', '305-444-0898'),
('2765', '25029', 'Ward', 'Henry\'s Hamburgers', '15/6/20 00:04', 'AngelaJWard@teleworm.us', 'Communications', 'TrekVille.com', '1003', 'Cold Call', 'Pre Qualified', '252-809-8077'),
('4044', '26308', 'Lair', 'De Pinna', '15/6/20 00:04', 'RaymondELair@cuvox.de', 'Technology', 'LifeSouvenirs.com', '1005', 'Online Store', 'Pre Qualified', '989-692-0534'),
('2781', '25045', 'Hope', 'Sound Advice', '15/6/20 00:04', 'RonaldMHope@rhyta.com', 'Technology', 'TotallyCinema.com', '1006', 'Advertisement', 'Lost Lead', '949-376-8187'),
('2780', '25044', 'Dunn', 'K&G Distributors', '15/6/20 00:04', 'EdwinSDunn@dayrep.com', 'Government/Military', 'PetUpdate.com', '1003', 'Trade Show', 'Contact in Future', '859-746-4195'),
('4831', '27095', 'Smith', 'Burger Chef', '14/6/20 00:04', 'MarshallKSmith@rhyta.com', 'Pharma', 'ExtremeLaws.com', '1005', 'Partner', 'Attempted to Contact', '206-579-1190');
INSERT INTO `leads` (`Lead`, `Qualifying Opportunity`, `Last Name`, `Company Name`, `Created On`, `Email Address`, `Industry`, `Website`, `Owning User`, `Lead Source`, `Status Reason`, `Mobile`) VALUES
('2298', '24562', 'Cooper', 'Paul Harris', '14/6/20 00:04', 'ElmerLCooper@fleckens.hu', 'Financial Services', 'SoftballHub.com', '1011', 'Trade Show', 'Contact in Future', '314-268-7056'),
('2299', '24563', 'McConnell', 'Gemco', '14/6/20 00:04', 'CarlaDMcConnell@dayrep.com', 'Education', 'PoshClinic.com', '1005', 'External Referral', 'Contacted', '906-451-1328'),
('2300', '24564', 'Nolan', 'Elm Farm', '14/6/20 00:04', 'JackGNolan@fleckens.hu', 'Education', 'ClientPodcast.com', '1003', 'Advertisement', 'Junk Lead', '678-707-4485'),
('2301', '24565', 'Thomas', 'Monk Real Estate Service', '14/6/20 00:04', 'DarinMThomas@armyspy.com', 'Service Provider', 'DigitForum.com', '1002', 'Public Relations', 'Attempted to Contact', '229-406-2656'),
('2302', '24566', 'Olds', 'Life\'s Gold', '14/6/20 00:04', 'FrancesJOlds@gustr.com', 'Pharma', 'WikiTutors.com', '1009', 'Employee Referral', 'Pre Qualified', '361-960-9423'),
('4828', '27092', 'Williams', 'Star Bright Investment Group', '14/6/20 00:04', 'MariaEWilliams@gustr.com', 'IT Services', 'ToyCasa.com', '1011', 'Online Store', 'Contact in Future', '717-325-5050'),
('4829', '27093', 'Saffold', 'Burger Chef', '14/6/20 00:04', 'CarolynWSaffold@fleckens.hu', 'Government/Military', 'BackupContact.com', '1001', 'Online Store', 'Contacted', '724-983-7512'),
('4830', '27094', 'Greene', 'Thrift Auto Parts', '14/6/20 00:04', 'CurtisWGreene@rhyta.com', 'Technology', 'CellJet.com', '1004', 'Partner', 'Junk Lead', '269-805-2517'),
('4832', '27096', 'Negrete', 'Clemens Markets', '14/6/20 00:04', 'PaulaMNegrete@cuvox.de', 'Government/Military', 'BuyIncentive.com', '1007', 'Sales Mail Alias', 'Pre Qualified', '813-295-5346'),
('3563', '25827', 'England', 'Afforda Merchant Services', '14/6/20 00:04', 'AmyGEngland@dayrep.com', 'Manufacturing', 'SearchWarning.com', '1001', 'Sales Mail Alias', 'Contact in Future', '805-971-0467'),
('3564', '25828', 'Bosch', 'Sure Save', '14/6/20 00:04', 'AshleyJBosch@einrot.com', 'Communications', 'HampshireRestaurants.com', '1005', 'Employee Referral', 'Contacted', '318-402-8261'),
('3565', '25829', 'Hoffman', 'Oklahoma Tire & Supply Company', '14/6/20 00:04', 'MarcoCHoffman@fleckens.hu', 'Consulting', 'PhysicianBook.com', '1003', 'Web Research', 'Junk Lead', '605-209-7467'),
('3566', '25830', 'Covington', 'Odyssey Records & Tapes', '14/6/20 00:04', 'DouglasJCovington@fleckens.hu', 'Pharma', 'RaftingSales.com', '1005', 'Web Research', 'Attempted to Contact', '847-527-3122'),
('3567', '25831', 'Moore', '10000 Auto Parts', '14/6/20 00:04', 'StacyDMoore@gustr.com', 'Education', 'PostTags.com', '1005', 'Web Research', 'Pre Qualified', '580-514-5232'),
('3569', '25833', 'Deck', 'Superior Interior Design', '11/6/20 00:04', 'DonaldADeck@fleckens.hu', 'Consulting', 'TagBull.com', '1002', 'Advertisement', 'Lost Lead', '949-421-1533'),
('3568', '25832', 'McGrath', 'Lee Wards', '11/6/20 00:04', 'RichardCMcGrath@rhyta.com', 'Manufacturing', 'VoIPeo.com', '1005', 'Public Relations', 'Contact in Future', '508-486-7739'),
('2303', '', 'Rubin', 'Earl Abel\'s', '11/6/20 00:04', 'JamesJRubin@jourrapide.com', 'Service Provider', 'CamperDirectory.com', '1003', 'External Referral', 'Contact in Future', '239-949-5100'),
('2304', '', 'Boggs', 'The Network Chef', '11/6/20 00:04', 'CharlotteSBoggs@jourrapide.com', 'Consulting', 'LimaArt.com', '1002', 'Public Relations', 'Lost Lead', '215-723-5648'),
('4833', '27097', 'Motto', 'Henry\'s Hamburgers', '11/6/20 00:04', 'WallaceTMotto@gustr.com', 'Government/Military', 'VocalAid.com', '1003', 'Employee Referral', 'Contact in Future', '541-403-2145'),
('4834', '27098', 'Jones', 'Warehouse Club Inc.', '11/6/20 00:04', 'ScottDJones@cuvox.de', 'Financial Services', 'TrashyTrends.com', '1003', 'External Referral', 'Lost Lead', '757-622-0034'),
('3571', '25835', 'Fung', 'Widdmann', '9/6/20 00:04', 'VickyEFung@superrito.com', 'Technology', 'SmartRinger.com', '1002', 'Partner', 'Pre Qualified', '954-444-3120'),
('3570', '25834', 'Ortiz', 'Thom McAn Store', '9/6/20 00:04', 'OpalJOrtiz@einrot.com', 'Financial Services', 'BedTop.com', '1009', 'Sales Mail Alias', 'Not Contacted', '240-367-6838'),
('4840', '27104', 'Harrington', 'Audio Visions', '9/6/20 00:04', 'ThomasJHarrington@superrito.com', 'Communications', 'TubeMenu.com', '1011', 'Employee Referral', 'Attempted to Contact', '701-280-2326'),
('2308', '24572', 'Fields', 'Farrell\'s Ice Cream Parlour', '9/6/20 00:04', 'DanielMFields@armyspy.com', 'Education', 'AboveBlog.com', '1002', 'Sales Mail Alias', 'Contacted', '202-422-8204'),
('2309', '24573', 'Taylor', 'Chatham', '9/6/20 00:04', 'ShaneGTaylor@dayrep.com', 'Education', 'LouisvilleStudio.com', '1001', 'Public Relations', 'Junk Lead', '719-342-7015'),
('2310', '24574', 'Switzer', 'Handy City', '9/6/20 00:04', 'BrianCSwitzer@superrito.com', 'Communications', 'ProcessReport.com', '1011', 'Partner', 'Attempted to Contact', '713-387-7245'),
('4835', '27099', 'Green', 'J. B. Van Sciver', '9/6/20 00:04', 'DanielCGreen@fleckens.hu', 'Pharma', 'MallSalon.com', '1006', 'Advertisement', 'Not Contacted', '319-221-3166'),
('4836', '27100', 'McGovern', 'Pleasures and Pasttimes', '9/6/20 00:04', 'CelesteFMcGovern@cuvox.de', 'Technology', 'SeekGraphics.com', '1008', 'External Referral', 'Pre Qualified', '718-594-2314'),
('4837', '27101', 'Jones', 'Robinson Furniture', '9/6/20 00:04', 'CurtisKJones@rhyta.com', 'Pharma', 'VCAid.com', '1011', 'External Referral', 'Contact in Future', '662-791-2894'),
('4838', '27102', 'Shilling', 'Silverwoods', '9/6/20 00:04', 'JonEShilling@dayrep.com', 'IT Services', 'PianoWholesaler.com', '1002', 'Sales Mail Alias', 'Contacted', '989-600-9407'),
('4839', '27103', 'Burruss', 'Pro Star', '9/6/20 00:04', 'DianaABurruss@teleworm.us', 'Service Provider', 'HVACShow.com', '1001', 'Online Store', 'Junk Lead', '978-903-1978'),
('2306', '24570', 'Ortega', 'Poore Simon\'s', '9/6/20 00:04', 'TinaCOrtega@einrot.com', 'Technology', 'PostPlasticSurgery.com', '1009', 'Sales Mail Alias', 'Pre Qualified', '907-699-8583'),
('2307', '24571', 'Juarez', 'Sun Television and Appliances', '9/6/20 00:04', 'MilagrosLJuarez@teleworm.us', 'Communications', 'GroovyDiscounts.com', '1005', 'External Referral', 'Contact in Future', '626-918-3056'),
('2305', '24569', 'Strack', 'Record World', '9/6/20 00:04', 'KimBStrack@teleworm.us', 'Financial Services', 'NeverFamous.com', '1002', 'Cold Call', 'Not Contacted', '973-743-4009'),
('3575', '25839', 'Lauber', 'Audio Visions', '9/6/20 00:04', 'AngelaCLauber@jourrapide.com', 'Government/Military', 'LifeSeats.com', '1009', 'Cold Call', 'Attempted to Contact', '218-568-2431'),
('3574', '25838', 'Willis', 'Sportswest', '9/6/20 00:04', 'SamuelAWillis@cuvox.de', 'Education', 'TubeMenu.com', '1004', 'Employee Referral', 'Junk Lead', '972-435-9228'),
('3573', '25837', 'Bridges', 'Gamma Grays', '9/6/20 00:04', 'SandraHBridges@superrito.com', 'Financial Services', 'SkincareAgent.com', '1007', 'Employee Referral', 'Contacted', '585-987-4809'),
('3572', '25836', 'Sullivan', 'Cougar Investment', '9/6/20 00:04', 'AudraFSullivan@dayrep.com', 'Communications', 'DiscountCeiling.com', '1010', 'Employee Referral', 'Contact in Future', '617-790-1484'),
('2824', '25088', 'Fitzgerald', 'Canal Villere', '3/6/20 00:04', 'WilliamLFitzgerald@fleckens.hu', 'Consulting', 'OpenSandal.com', '1008', 'Web Research', 'Attempted to Contact', '718-779-0177'),
('2822', '25086', 'Negron', 'Asian Answers', '3/6/20 00:04', 'LillieCNegron@rhyta.com', 'Manufacturing', 'SolutionLinks.com', '1011', 'Employee Referral', 'Contacted', '804-716-3184'),
('2821', '25085', 'Lane', 'Asiatic Solutions', '3/6/20 00:04', 'MarcusBLane@gustr.com', 'IT Services', 'AnimeAlert.com', '1005', 'Public Relations', 'Contact in Future', '812-219-6621'),
